KLF16	1.1122486050159124	8.932622010541598e-51
KLF5	0.8250689033037499	8.134604018048295e-67
Zfx	-0.061514236955833024	2.1200206413816064e-08
MAZ	0.27403241280399837	0.005224796580156739
ZNF148	0.2753472304806006	3.98316508429384e-10
ZBTB14	0.16299434641829125	1
MYC	-0.7537102077051216	1
EGR1	1.0080212299943017	8.54707116639686e-36
SP8	1.8585028794325154	3.386912194845297e-45
KLF9	0.7576640013424927	6.1150404887888295e-15
SP9	1.6981416299387835	4.1784792592885314e-82
KLF11	2.0852097808477232	1.380661697418398e-71
Pparg::Rxra	-0.49846965697775336	1
SOX10	1.4884652877978088	1
SP3	2.0086673813958678	8.957526513318169e-105
KLF15	1.1398438668466282	9.747759050596143e-82
SP1	1.780292924365734	2.9369865708977763e-94
SOX4	0.11582070192979277	1
TFAP2A(var.2)	-0.41905925200287286	1
ZNF341	-0.32960294741347607	1
NRF1	2.037781881785261	9.770610282051269e-54
KLF4	0.13845899246177185	0.0017354804708305254
ZNF682	-0.3087949559972474	1
SP2	1.055868788687615	4.098378592830347e-31
SP4	2.08910649660006	1.9470632782379198e-113
NR2F1	-0.15893488286512958	1
E2F6	0.050159292492684804	0.009744378269848072
TFDP1	-0.558172790916915	1
Wt1	0.32822909939662126	1
CTCFL	0.4695397395136509	2.0550554954114127e-11
ZBTB7A	1.8122178690593822	2.1391995353877118e-10
YY2	-0.06861786690505078	1
ELF3	0.3480798164040153	1
ESR2	-0.48106684344734996	1
KLF2	1.5218274991923857	1.038872556198208e-97
RFX4	1.0202264586655692	1
HSF4	-0.021261341712988324	1
HSF2	-0.005034728834926616	1
HSF1	-0.005034728834926616	1
ZNF460	-0.18223878296238283	1
PLAG1	-0.20121966219469756	1
RARA::RXRG	-0.19024602562091086	1
NFIB	-0.1083242695997737	1
ZNF263	-0.1192838298847092	1
EGR3	0.983176067569485	4.0627711074396385e-15
Znf281	0.1272554998807065	0.49066462190968163
NFYA	2.1351684968980633	1.2491979883025358e-15
NFYC	2.134476694603489	2.2570483602143176e-12
NFIC(var.2)	0.09440506680660232	1
TFAP2E	-0.5682455770475128	1
NFIX(var.2)	0.07732040101536031	1
FOSL2::JUND(var.2)	3.112601396607873	0.00013320258224121015
CREM	2.6711059655644735	2.138170538008245e-08
MZF1(var.2)	-0.12094007670566698	1
ZNF143	3.270491651458318	1.4535315825484553e-05
ZBTB33	3.6627078223579477	7.47809498114021e-17
RFX5	0.7378882612650042	1
KLF14	2.330229156546013	8.427988728959172e-69
KLF13	2.3060529806780528	1.3065769998360951e-28
GLIS2	-1.3516261263320533	1
Plagl1	-0.09354728687715164	1
Klf12	2.171451296167284	1.8316489879869053e-41
KLF10	1.728385198527745	5.70783085359634e-19
KLF3	1.9073769901897217	4.708063094843066e-37
KLF6	1.075560733959886	1.1278600533909297e-22
ZBTB6	-0.056509193750570175	1
ZKSCAN5	0.3480798164040153	0.20440161638028528
EWSR1-FLI1	-0.02115075118927412	1
Foxj3	0.24578176391223505	1
EGR4	1.0913356316529828	8.046937673739144e-14
EGR2	0.5280466637523984	1
MYCN	-0.16380186641104966	1
SMAD2::SMAD3::SMAD4	0.3673479891818794	1
ZFP42	0.13261699132156135	0.01387557224537077
TFAP2A(var.3)	0.09131374345559573	1
TFAP2C(var.3)	-0.013868163230240649	1
ETS1	3.1643057713049	4.886455586923401e-12
ETV3	2.8910940629753354	2.635027220163371e-05
ERG	2.8910940629753354	2.635027220163371e-05
ELK1	2.8910940629753354	2.635027220163371e-05
ERF	2.8910940629753354	2.635027220163371e-05
ELK3	2.8910940629753354	2.635027220163371e-05
FLI1	2.8910940629753354	2.635027220163371e-05
FEV	2.8910940629753354	2.635027220163371e-05
ETS2	3.5393842890888627	2.7250261010900886e-06
RFX1	0.3758618434405834	1
RFX3	0.03415196547612043	1
NFYB	0.6345327492101256	1
RFX2	0.6802441399817769	1
ARNT2	2.487747559632955	1
Arntl	2.487747559632955	1
TFEC	2.4882786348592236	2.3273614946923653e-05
THAP11	0.9033121929085428	6.681383424750957e-11
TFAP2C(var.2)	-0.2327050996644826	1
CREB3L1	1.6729370352250466	2.3613985314585794e-05
HAND2	-0.023367806712124572	1
NEUROD1	-0.15508242056881127	1
CTCF	-0.2399670496723214	1
NR1H4	0.06633086695401946	1
CREB3L4(var.2)	3.0955509864164323	2.081811950057413e-07
HES2	-0.25669511385237964	1
HES1	-0.11051306487838031	1
EBF1	-0.347295616959197	1
Ebf2	-0.16130969762059233	1
EBF3	-0.13913973613843833	1
YY1	0.7362435641855793	3.3705617547306135e-12
ELF4	1.9782405426288685	0.0937742887476533
ELF2	1.57847922420271	0.03951623249401027
ZIC4	-0.7302556831528471	1
ZIC5	-1.0298559578432485	0.009638846448817412
POU2F3	0.9071929565791743	1
POU1F1	0.4438183716063573	1
POU2F1	0.9069660163971935	1
TCFL5	0.2823115403808778	1
BHLHE22(var.2)	0.18802853668018105	1
NHLH1	-0.25036023416619724	1
ASCL1	-0.09914014081572153	1
TFAP2B(var.3)	0.10787744714658642	1
GLI3	-0.5116071842786891	1
GLI2	-0.48766899761586213	1
REL	-0.10132287762379844	1
ZNF135	-0.2491986474088721	1
RREB1	-0.10298981627970938	1
TFAP2C	-0.42695132522706514	1
TFAP2B	-0.4569561736010972	1
STAT3	-0.4500947116971483	1
Stat5b	-0.04386094517095884	1
ZBTB12	-0.2699382478660244	1
PAX5	2.2548109787280457	9.801445989697566e-09
ETV5	2.9998894610364197	2.341477283700118e-33
ELK4	2.729570972406818	8.956638263872107e-09
